averageRating,numVotes,primaryTitle,startYear,genres
7.2,5647,Minnie and Moskowitz,1971,"Comedy,Drama,Romance"
7.4,3324,My Uncle Antoine,1971,Drama
7.3,24046,Death in Venice,1971,"Drama,Romance"
6.7,4246,Murphy's War,1971,"Drama,War"
7.3,1682,The Girl on a Broomstick,1972,"Comedy,Family,Fantasy"
6.7,2099,Red Psalm,1972,"Drama,Musical,War"
7.3,8255,A New Leaf,1971,"Comedy,Romance"
7.2,5951,Nicholas and Alexandra,1971,"Biography,Drama,History"
7.5,2390,I Hate Mondays,1971,Comedy
7.5,2269,Officers,1971,"Drama,Romance,War"
7.2,2656,The Olsen Gang in Jutland,1971,"Comedy,Crime,Family"
7.7,1664,On Any Sunday,1971,"Documentary,Sport"
7.5,15391,Wake in Fright,1971,"Drama,Thriller"
7.2,1916,Pakeezah,1972,"Drama,Musical,Romance"
7.1,21615,The Panic in Needle Park,1971,Drama
6.6,1802,Pink Narcissus,1971,"Drama,Fantasy"
6.9,33859,Play Misty for Me,1971,"Drama,Thriller"
7.8,2750,Trial on the Road,1986,"Drama,War"
7.7,8021,Punishment Park,1971,"Drama,Thriller"
7.2,3719,Four Nights of a Dreamer,1971,"Drama,Romance"
7.7,3985,Sacco & Vanzetti,1971,"Biography,Crime,Drama"
6.6,4520,See No Evil,1971,"Drama,Mystery,Thriller"
6.6,22163,Shaft,1971,"Action,Crime,Thriller"
6.6,32849,Silent Running,1972,"Drama,Sci-Fi"
7.0,2078,Skin Game,1971,"Comedy,Western"
6.8,11873,Red Sun,1971,"Action,Drama,Western"
6.9,4791,Sometimes a Great Notion,1971,"Action,Adventure,Drama"
7.5,11321,Murmur of the Heart,1971,"Comedy,Drama"
7.3,2313,Grandads-Robbers,1972,"Comedy,Crime,Drama"
7.4,66788,Straw Dogs,1971,"Crime,Drama,Thriller"
7.2,9694,Summer of '42,1971,"Drama,Romance"
6.9,7600,Sunday Bloody Sunday,1971,Drama
6.8,6867,Support Your Local Gunfighter,1971,"Comedy,Romance,Western"
7.8,2332,Love,1971,Drama
7.5,1830,Sinbad,1971,"Drama,Romance"
7.3,5129,Taking Off,1971,"Comedy,Drama,Music"
6.9,30938,The Big Boss,1971,"Action,Crime,Drama"
6.7,3526,They Might Be Giants,1971,"Comedy,Mystery,Romance"
7.2,32624,El Topo,1970,"Drama,Western"
6.9,1793,The Trojan Women,1971,Drama
7.3,3033,The Third Part of the Night,1971,"Drama,Horror,War"
7.2,14044,Two-Lane Blacktop,1971,Drama
7.0,11711,A Cop,1972,"Crime,Thriller"
8.0,7967,The Emigrants,1971,"Drama,History"
6.7,4933,Valdez Is Coming,1971,"Drama,Western"
7.2,31749,Vanishing Point,1971,"Action,Crime,Thriller"
6.9,2352,The Widow Couderc,1971,"Action,Drama,Romance"
6.6,5664,WR: Mysteries of the Organism,1971,"Comedy,Drama,Fantasy"
7.6,28791,Walkabout,1971,"Adventure,Drama"
7.1,6430,Wanda,1970,"Crime,Drama"
6.6,2717,Beware of a Holy Whore,1971,"Comedy,Drama"
7.8,238239,Willy Wonka & the Chocolate Factory,1971,"Adventure,Comedy,Family"
6.6,2270,The Apple War,1971,"Comedy,Fantasy"
7.2,18438,Trinity Is Still My Name,1971,"Comedy,Western"
7.6,10936,1776,1972,"Drama,Family,History"
8.0,5080,The Dawns Here Are Quiet,1972,"Drama,History,War"
7.0,7915,Across 110th Street,1972,"Action,Crime,Drama"
7.8,65674,"Aguirre, the Wrath of God",1972,"Action,Adventure,Biography"
6.8,1839,The Amazing Mr. Blunden,1972,"Drama,Family,Fantasy"
7.6,9976,Love in the Afternoon,1972,"Comedy,Drama,Romance"
7.3,2084,Anna and the Wolves,1973,Drama
7.2,12551,Avanti!,1972,"Comedy,Romance"
6.9,4916,Bad Company,1972,"Adventure,Drama,Western"
8.1,4648,Bawarchi,1972,"Comedy,Drama,Family"
7.5,11945,The Bitter Tears of Petra von Kant,1972,"Drama,Romance"
6.7,1653,Bless the Beasts & Children,1971,"Comedy,Drama"
6.7,1517,Bone,1972,"Comedy,Drama,Thriller"
7.0,1653,The Boxer from Shantung,1972,"Action,Crime,Drama"
6.6,2978,Buck and the Preacher,1972,"Adventure,Drama,Western"
7.2,6219,Butterflies Are Free,1972,"Comedy,Drama,Music"
7.8,62639,Cabaret,1972,"Drama,Music,Musical"
7.0,12570,The Candidate,1972,"Comedy,Drama"
7.6,2705,The Mattei Affair,1972,"Biography,Drama,Mystery"
6.6,3284,The Burglars,1971,"Action,Crime,Thriller"
7.5,2613,The Castle of Purity,1973,Drama
7.7,49342,The Discreet Charm of the Bourgeoisie,1972,"Comedy,Drama,Fantasy"
6.9,6283,What Have You Done to Solange?,1972,"Horror,Mystery,Thriller"
7.4,16739,The Cowboys,1972,"Adventure,Drama,Western"
6.9,1981,The Culpepper Cattle Co.,1972,"Drama,Western"
7.3,4096,Cesar & Rosalie,1972,"Drama,Romance"
6.6,6597,Dead of Night,1974,"Drama,Horror,Thriller"
7.6,125192,Deliverance,1972,"Adventure,Drama,Thriller"
6.6,4246,Dr Jekyll & Sister Hyde,1971,"Horror,Sci-Fi"
8.3,13688,Gentlemen of Fortune,1971,"Comedy,Crime,Drama"
7.4,2822,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,Drama
7.5,1969,Elvis on Tour,1972,"Documentary,Music"
6.7,43164,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,Comedy
7.5,2252,Family Life,1971,Drama
7.2,11060,Fat City,1972,"Drama,Sport"
7.4,51834,Frenzy,1972,"Drama,Thriller"
7.3,37472,The Getaway,1972,"Action,Crime,Thriller"
9.2,2141096,The Godfather,1972,"Crime,Drama"
7.2,9785,The Tall Blond Man with One Black Shoe,1972,"Comedy,Mystery"
7.0,6236,The Heartbreak Kid,1972,"Comedy,Drama,Romance"
7.4,69349,High Plains Drifter,1973,"Drama,Mystery,Western"
6.8,7333,The Hot Rock,1972,"Action,Comedy,Crime"
7.0,8267,Images,1972,"Drama,Horror,Mystery"
7.6,36991,Jeremiah Johnson,1972,"Adventure,Drama,Western"
7.2,35985,Fist of Fury,1972,"Action,Drama,Romance"
6.7,7223,Junior Bonner,1972,"Drama,Western"
8.2,2993,Koziyat rog,1972,Drama
7.7,9388,Lone Wolf and Cub: Sword of Vengeance,1972,"Action,Adventure"
7.9,7237,Lone Wolf and Cub: Baby Cart at the River Styx,1972,"Action,Adventure,Drama"
7.5,5932,Lone Wolf and Cub: Baby Cart to Hades,1972,"Action,Drama"
7.0,5100,Lady Sings the Blues,1972,"Biography,Drama,Music"
6.8,9876,The Life and Times of Judge Roy Bean,1972,"Comedy,Drama,Romance"
7.5,6324,Ludwig,1973,"Biography,Drama,History"
7.1,3134,The Italian Connection,1972,"Action,Crime,Thriller"
7.4,1838,Marjoe,1972,"Biography,Documentary"
6.8,17323,The Mechanic,1972,"Action,Crime,Thriller"
7.1,43288,The Way of the Dragon,1972,"Action,Adventure,Comedy"
7.3,4155,The Seduction of Mimi,1972,"Comedy,Drama"
7.0,3657,The New Centurions,1972,"Action,Crime,Drama"
6.7,2808,No Way Out,1973,"Action,Crime,Drama"
7.0,11828,Don't Torture a Duckling,1972,"Horror,Mystery,Thriller"
7.2,2291,We Won't Grow Old Together,1972,Drama
8.0,5652,The New Land,1972,"Drama,Western"
6.7,1993,The Olsen Gang's Big Score,1972,"Comedy,Crime,Family"
6.7,8338,The Other Side of the Wind,2018,Drama
6.8,7567,The Other,1972,"Drama,Horror,Mystery"
8.6,11014,Pink Floyd: Live at Pompeii,1972,"Documentary,Music"
6.6,7942,All the Way Boys,1972,"Action,Adventure,Comedy"
7.6,28870,"Play It Again, Sam",1972,"Comedy,Romance"
7.1,52247,The Poseidon Adventure,1972,"Action,Adventure,Drama"
7.1,3202,Indian Summer,1972,"Drama,Romance"
6.7,6530,Prime Cut,1972,"Action,Crime,Drama"
7.3,14460,Fellini's Roma,1972,"Comedy,Drama"
7.2,7091,The Ruling Class,1972,"Comedy,Drama,Musical"
6.9,1845,Savage Messiah,1972,"Biography,Drama"
7.5,2778,The Scopone Game,1972,"Comedy,Drama"
6.6,1638,Sitting Target,1972,"Action,Crime,Drama"
6.8,14387,Slaughterhouse-Five,1972,"Comedy,Drama,Sci-Fi"
7.9,51644,Sleuth,1972,"Mystery,Thriller"
7.3,5468,Snoopy Come Home,1972,"Adventure,Animation,Comedy"
7.9,102471,Solaris,1972,"Drama,Mystery,Sci-Fi"
7.5,5138,Sounder,1972,"Drama,Family"
6.8,13914,Tales from the Crypt,1972,"Drama,Horror,Mystery"
6.9,1775,Themroc,1973,Comedy
6.6,5117,They're Coming to Get You!,1972,"Horror,Thriller"
7.4,1731,Tomorrow,1972,Drama
7.0,8042,Traffic,1971,Comedy
6.7,1710,Trouble Man,1972,"Action,Crime,Drama"
6.6,5081,Your Vice Is a Locked Room and Only I Have the Key,1972,"Drama,Horror,Mystery"
6.6,7105,Twins of Evil,1971,"Drama,Horror"
7.0,6918,Ulzana's Raid,1972,"Adventure,Drama,Western"
8.1,3137,Walter Defends Sarajevo,1972,"Action,War"
7.9,38733,Cries & Whispers,1972,Drama
7.7,28978,"What's Up, Doc?",1972,"Comedy,Romance"
7.2,1853,Triple Irons,1971,"Action,Drama"
6.7,3182,Young Winston,1972,"Biography,Drama,War"
7.8,3162,Abhimaan,1973,"Drama,Musical"
7.8,14402,Alice in the Cities,1974,Drama
7.3,14870,"Watch Out, We're Mad",1974,"Action,Comedy"
7.4,103000,American Graffiti,1973,"Comedy,Drama"
7.9,1812,Distant Thunder,1973,History
7.4,15662,The Mad Adventures of Rabbi Jacob,1973,"Adventure,Comedy"
7.7,81910,Badlands,1973,"Action,Crime,Drama"
6.7,6598,Bang the Drum Slowly,1973,"Drama,Sport"
6.9,2107,Bobby,1973,"Comedy,Drama,Musical"
7.3,2126,Happy New Year,1973,"Comedy,Crime,Drama"
6.9,2527,The Boss,1973,"Action,Crime,Thriller"
7.0,6196,Breezy,1973,"Drama,Romance"
7.2,5187,"Brother Sun, Sister Moon",1972,"Biography,Drama,History"
7.5,14970,Charley Varrick,1973,"Crime,Drama,Thriller"
6.7,2569,Cinderella Liberty,1973,"Drama,Romance"
6.8,14116,Coffy,1973,"Action,Crime,Thriller"
7.8,50783,The Day of the Jackal,1973,"Crime,Drama,Thriller"
7.3,5669,Two Men in Town,1973,"Crime,Drama"
6.9,6258,Dillinger,1973,"Action,Biography,Crime"
7.1,66607,Don't Look Now,1973,"Drama,Horror,Mystery"
6.9,23570,Charlotte's Web,1973,"Adventure,Animation,Drama"
7.0,6878,Electra Glide in Blue,1973,"Comedy,Crime,Drama"
7.2,7492,Emperor of the North,1973,"Action,Adventure,Drama"
7.6,117447,Enter the Dragon,1973,"Action,Crime,Thriller"
7.7,21928,The Spirit of the Beehive,1973,"Drama,Fantasy"
6.7,3550,Executive Action,1973,"Crime,Drama,History"
8.1,481149,The Exorcist,1973,Horror
7.7,3747,Love & Anarchy,1973,"Comedy,Drama,Romance"
7.4,13086,The Friends of Eddie Coyle,1973,"Crime,Drama"
6.6,5704,From Beyond the Grave,1974,"Drama,Fantasy,Horror"
6.6,3686,Sex & Fury,1973,"Action,Crime,Drama"
7.7,1844,The Bride,1973,Drama
6.6,3903,Godspell,1973,"Comedy,Drama,Musical"
7.0,15559,The Big Feast,1973,"Comedy,Drama"
7.6,3047,The Great Ecstasy of Woodcarver Steiner,1974,"Biography,Documentary,Sport"
6.8,7341,The Harder They Come,1972,"Crime,Drama,Music"
7.2,1994,The Iceman Cometh,1973,Drama
7.3,31068,My Name Is Nobody,1973,"Comedy,Western"
7.1,2094,The Illumination,1973,Drama
8.2,19622,Ivan Vasilyevich Changes His Profession,1973,"Adventure,Comedy,Sci-Fi"
7.3,31619,Jesus Christ Superstar,1973,"Drama,History,Musical"
7.7,1964,Jimi Hendrix,1973,"Biography,Documentary,Music"
7.3,1675,Proxy War,1973,"Action,Drama"
7.4,2101,Hiroshima Death Match,1973,"Action,Crime,Drama"
7.4,4605,Battles Without Honor and Humanity,1973,"Crime,Drama"
7.6,2170,The Red Snowball Tree,1974,Drama
7.5,30145,The Last Detail,1973,"Comedy,Drama"
7.2,9581,The Last of Sheila,1973,"Crime,Drama,Mystery"
6.6,14814,The Legend of Hell House,1973,Horror
6.7,120281,Live and Let Die,1973,"Action,Adventure,Thriller"
7.5,41273,The Long Goodbye,1973,"Comedy,Crime,Drama"
6.6,3484,The Mack,1973,"Crime,Drama"
7.1,6774,Le Magnifique,1973,"Action,Comedy,Fantasy"
7.2,69839,Magnum Force,1973,"Action,Crime,Mystery"
6.9,2669,Now Where Did the Seventh Company Get to?,1973,"Action,Comedy,War"
7.7,7338,The Mother and the Whore,1973,"Drama,Romance"
7.2,124647,Mean Streets,1973,"Crime,Drama,Thriller"
7.2,1890,Namak Haraam,1973,Drama
7.5,6706,Unbelievable Adventures of Italians in Russia,1974,"Adventure,Comedy,Crime"
6.9,2148,Wedding in Blood,1973,"Crime,Drama,Thriller"
8.0,25705,Day for Night,1973,"Comedy,Drama,Romance"
7.3,2849,New Mischief by Emil,1972,"Comedy,Drama,Family"
7.6,9096,O Lucky Man!,1973,"Comedy,Drama,Fantasy"
6.9,8663,The Offence,1973,"Crime,Drama,Thriller"
7.0,2241,The Olsen Gang Runs Amok,1973,"Comedy,Crime,Family"
7.5,2088,Bread and Chocolate,1974,"Comedy,Drama"
7.2,9106,The Paper Chase,1973,"Comedy,Drama"
8.1,55540,Paper Moon,1973,"Comedy,Crime,Drama"
8.0,142840,Papillon,1973,"Biography,Crime,Drama"
7.2,22478,Pat Garrett & Billy the Kid,1973,"Biography,Drama,Western"
6.7,4453,The Knock Out Cop,1973,"Action,Comedy,Crime"
7.6,40164,Fantastic Planet,1973,"Animation,Sci-Fi"
7.5,2661,Man - Woman Wanted,1973,Comedy
7.5,145583,Robin Hood,1973,"Adventure,Animation,Comedy"
7.4,5563,The Hourglass Sanatorium,1973,"Drama,Fantasy,Horror"
6.9,5893,Save the Tiger,1973,Drama
7.4,1845,Slap the Monster on Page One,1972,"Drama,Mystery,Thriller"
7.2,21058,Scarecrow,1973,Drama
7.7,142068,Serpico,1973,"Biography,Crime,Drama"
6.8,7382,The Seven-Ups,1973,"Action,Crime,Drama"
6.9,22452,Sisters,1972,"Horror,Mystery,Thriller"
7.1,45834,Sleeper,1973,"Comedy,Sci-Fi"
7.0,73405,Soylent Green,1973,"Crime,Mystery,Sci-Fi"
7.2,1766,The Spook Who Sat by the Door,1973,"Action,Crime,Drama"
8.2,291982,The Sting,1973,"Comedy,Crime,Drama"
6.8,1938,The Battle of Sutjeska,1973,War
7.1,13026,Theater of Blood,1973,"Comedy,Drama,Horror"
7.1,4421,Five Fingers of Death,1972,"Action,Drama,Romance"
7.0,4430,Touki Bouki,1973,Drama
6.9,1854,The Last Train,1973,"Drama,Romance,War"
7.6,12760,Three Wishes for Cinderella,1973,"Adventure,Drama,Family"
7.1,12373,Turkish Delight,1973,"Drama,Romance"
6.8,61137,Last Tango in Paris,1972,"Drama,Romance"
8.2,6161,Only Old Men Are Going to Battle,1974,"Comedy,Drama,War"
6.9,7235,Walking Tall,1973,"Action,Biography,Crime"
7.0,28971,The Way We Were,1973,"Drama,Romance"
6.9,65443,Westworld,1973,"Action,Drama,Sci-Fi"
7.5,100716,The Wicker Man,1973,"Horror,Mystery,Thriller"
7.3,2249,Procession of Memories,1973,"Action,Drama,Musical"
7.5,4385,Zanjeer,1973,"Action,Crime,Drama"
7.7,6472,State of Siege,1972,"Crime,Drama,Mystery"
7.3,28803,Alice Doesn't Live Here Anymore,1974,"Drama,Romance"
7.8,49902,Amarcord,1973,"Comedy,Drama"
8.0,25199,Ali: Fear Eats the Soul,1974,"Drama,Romance"
8.2,4339,Beautiful People,1974,"Comedy,Documentary"
7.8,1793,Ankur,1974,Drama
6.7,2855,The Apprenticeship of Duddy Kravitz,1974,"Comedy,Drama"
7.0,1644,Friend,1974,Drama
7.3,8756,Belladonna of Sadness,1973,"Animation,Drama,Fantasy"
7.1,53110,Black Christmas,1974,"Horror,Mystery,Thriller"
7.7,159520,Blazing Saddles,1974,"Comedy,Western"
7.4,22633,Bring Me the Head of Alfredo Garcia,1974,"Action,Crime,Drama"
7.1,8975,California Split,1974,"Comedy,Drama"
7.4,5668,Kidnapped,1974,"Crime,Drama,Horror"
8.1,367309,Chinatown,1974,"Drama,Mystery,Thriller"
6.8,1925,Street Law,1974,"Action,Thriller"
7.3,2775,Claudine,1974,"Comedy,Drama,Romance"
6.9,2783,Cockfighter,1974,Drama
7.3,2374,Conrack,1974,Drama
7.7,132078,The Conversation,1974,"Drama,Mystery,Thriller"
7.2,6789,Celine and Julie Go Boating,1974,"Comedy,Drama,Fantasy"
7.6,2172,Daguerreotypes,1975,Documentary
6.9,46436,Death Wish,1974,"Action,Crime,Drama"
7.7,2669,Pastoral: To Die in the Country,1974,"Drama,Fantasy"
8.2,35291,Dersu Uzala,1975,"Adventure,Biography,Drama"
6.6,8296,Dirty Mary Crazy Larry,1974,"Action,Crime,Thriller"
6.7,9913,Let Sleeping Corpses Lie,1974,"Drama,Horror"
6.9,1922,Dunderklumpen!,1974,"Adventure,Animation,Family"
6.9,2896,Effi Briest,1974,"Drama,History"
6.9,4223,Wrong Move,1975,Drama
7.8,7540,White Collar Blues,1975,Comedy
7.7,18090,The Phantom of Liberty,1974,Comedy
6.6,9602,Arabian Nights,1974,"Comedy,Drama,Fantasy"
6.6,1716,The Flying Guillotine,1975,"Action,Drama"
6.6,3821,Freebie and the Bean,1974,"Action,Comedy,Crime"
7.3,16111,The Front Page,1974,"Comedy,Drama,Romance"
7.1,6928,The Gambler,1974,"Crime,Drama"
7.3,2078,General Idi Amin Dada: A Self Portrait,1974,Documentary
9.0,1440406,The Godfather Part II,1974,"Crime,Drama"
6.8,11285,The Golden Voyage of Sinbad,1973,"Action,Adventure,Fantasy"
7.3,5514,Conversation Piece,1974,"Drama,Romance"
7.3,6557,Harry and Tonto,1974,"Adventure,Comedy,Drama"
8.2,6451,Hearts and Minds,1974,"Documentary,History,War"
7.7,50802,The Holy Mountain,1973,"Adventure,Drama,Fantasy"
7.1,3040,The Clockmaker,1974,"Crime,Drama"
7.6,4047,Italianamerican,1974,Documentary
6.6,3588,"I, You, He, She",1974,Drama
7.7,19669,The Enigma of Kaspar Hauser,1974,"Biography,Drama,History"
7.3,4559,Lone Wolf and Cub: White Heaven in Hell,1974,"Action,Adventure,Drama"
6.6,7040,Juggernaut,1974,"Action,Drama,Thriller"
7.6,8153,"Lacombe, Lucien",1974,"Drama,War"
6.9,4500,Lancelot of the Lake,1974,"Drama,Fantasy,Romance"
7.5,18621,Lenny,1974,"Biography,Drama"
7.1,22493,The Longest Yard,1974,"Comedy,Crime,Drama"
7.0,3304,Mahler,1974,"Biography,Drama,Music"
6.7,117606,The Man with the Golden Gun,1974,"Action,Adventure,Thriller"
7.1,1703,My Little Loves,1974,Drama
7.2,3165,Almost Human,1974,"Crime,Drama,Thriller"
8.2,590873,Monty Python and the Holy Grail,1975,"Adventure,Comedy,Fantasy"
7.5,2371,The Traveler,1974,Drama
6.7,2224,Love at the Top,1974,"Comedy,Drama"
6.7,10882,Mr. Majestyk,1974,"Action,Crime,Drama"
7.2,72453,Murder on the Orient Express,1974,"Crime,Drama,Mystery"
7.5,2273,Nie ma mocnych,1974,Comedy
6.6,15836,The Night Porter,1974,Drama
7.0,12885,The Odessa File,1974,"Drama,Thriller"
7.1,2106,The Last Exploits of the Olsen Gang,1974,"Comedy,Crime,Family"
6.6,2736,Footprints on the Moon,1975,"Drama,Horror,Mystery"
7.0,5726,The Outfit,1973,"Crime,Drama,Thriller"
7.1,23288,The Parallax View,1974,"Drama,Mystery,Thriller"
7.3,24559,Phantom of the Paradise,1974,"Comedy,Drama,Fantasy"
6.9,2785,What Have They Done to Your Daughters?,1974,"Action,Crime,Horror"
7.7,3459,The Deluge,1974,"Adventure,Drama,History"
6.7,4140,The Prisoner of Second Avenue,1975,Comedy
7.5,5507,Scent of a Woman,1974,"Comedy,Drama"
7.0,1899,Let Joy Reign Supreme,1975,"Drama,History,War"
6.6,4298,The Return of the Tall Blond Man,1974,Comedy
7.0,31282,The Return of the Pink Panther,1975,"Comedy,Crime,Mystery"
8.3,3001,The Golden Fortress,1974,"Adventure,Family,Mystery"
6.7,21057,The Sugarland Express,1974,"Crime,Drama"
7.3,3733,"At Home Among Strangers, a Stranger Among His Own",1974,"Action,Adventure,Drama"
7.6,39163,The Taking of Pelham One Two Three,1974,"Action,Crime,Thriller"
7.4,200137,The Texas Chain Saw Massacre,1974,Horror
7.8,5588,That's Entertainment!,1974,"Documentary,Family,Musical"
6.9,5523,Thieves Like Us,1974,"Crime,Drama,Romance"
7.1,21255,The Three Musketeers,1973,"Action,Adventure,Romance"
7.0,30860,Thunderbolt and Lightfoot,1974,"Action,Comedy,Crime"
7.0,50761,The Towering Inferno,1974,"Action,Drama,Thriller"
6.9,3942,Truck Turner,1974,"Action,Crime,Thriller"
6.6,3019,Uptown Saturday Night,1974,"Action,Comedy,Crime"
7.1,10419,Going Places,1974,"Action,Comedy,Crime"
7.3,2824,"Vincent, François, Paul and the Others",1974,Drama
6.9,3961,Where the Red Fern Grows,1974,"Drama,Family"
8.0,31603,A Woman Under the Influence,1974,"Drama,Romance"
8.0,176299,Young Frankenstein,1974,Comedy
7.9,55532,Mirror,1975,"Biography,Drama"
7.8,4296,The Promised Land,1975,Drama
6.8,2000,The French Detective,1975,"Crime,Drama"
7.7,5362,Afonya,1975,"Comedy,Drama,Romance"
7.9,8382,Amici miei,1975,"Comedy,Drama"
8.1,195260,Barry Lyndon,1975,"Adventure,Drama,War"
8.1,1736,The Battle of Chile: Part I,1975,"Documentary,History"
6.6,6319,Bite the Bullet,1975,"Action,Adventure,Drama"
6.7,9799,Breakheart Pass,1975,"Drama,Mystery,Western"
8.3,4812,Chhoti Si Baat,1976,"Comedy,Romance"
8.3,13633,Chupke Chupke,1975,"Comedy,Drama,Romance"
7.1,5939,Cooley High,1975,"Comedy,Drama,Romance"
6.7,1883,"Cousin, Cousine",1975,"Comedy,Romance"
6.9,6753,The Day of the Locust,1975,"Drama,Thriller"
8.0,12470,Deewaar,1975,"Action,Crime,Drama"
8.0,283473,Dog Day Afternoon,1975,"Biography,Crime,Drama"
7.7,20462,The Twelve Tasks of Asterix,1976,"Adventure,Animation,Comedy"
7.3,5055,Master of the Flying Guillotine,1976,"Action,Drama,Fantasy"
7.2,3039,Emil and the Piglet,1973,"Comedy,Family"
7.0,3888,A Pain in the Ass,1973,Comedy
7.7,19181,F for Fake,1973,Documentary
7.0,10397,"Farewell, My Lovely",1975,"Crime,Drama,Mystery"
7.6,7298,Fox and His Friends,1975,"Crime,Drama,Romance"
7.1,11351,Female Trouble,1974,"Comedy,Crime"
6.6,1526,Five Shaolin Masters,1974,"Action,Drama"
6.9,3268,Flic Story,1975,"Crime,Drama,Thriller"
8.4,14841,The Pinchcliffe Grand Prix,1975,"Animation,Comedy,Family"
6.9,12419,The Four Musketeers: Milady's Revenge,1974,"Action,Adventure,Romance"
6.7,22533,French Connection II,1975,"Action,Crime,Drama"
8.0,1606,Halfon Hill Doesn't Answer,1976,Comedy
6.7,6935,The Great Waldo Pepper,1975,"Adventure,Drama"
7.5,16198,Grey Gardens,1975,"Comedy,Documentary,Drama"
7.2,12958,Hard Times,1975,"Crime,Drama,Sport"
7.0,2240,Hester Street,1975,"Drama,Romance"
7.3,2534,The Hiding Place,1975,"Biography,Drama,History"
7.2,9528,The Story of Adele H,1975,"Biography,Drama,History"
7.6,6907,Kings of the Road,1976,Drama
7.0,5014,That Most Important Thing: Love,1975,"Drama,Romance"
6.8,2530,Dirty Hands,1975,"Crime,Thriller"
8.1,704039,Jaws,1975,"Adventure,Horror,Thriller"
7.5,16349,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,Drama
7.1,2101,Graveyard of Honor,1975,"Action,Crime"
7.3,2496,The Judge and the Assassin,1976,"Crime,Drama,History"
7.2,2387,Just Before Nightfall,1971,"Crime,Drama"
6.7,2838,Katie Tippel,1975,Drama
6.7,3508,Let's Do It Again,1975,"Action,Comedy,Crime"
7.6,42677,Love and Death,1975,"Comedy,War"
7.7,54059,The Man Who Would Be King,1975,"Adventure,Drama,War"
6.6,2040,The Man from Hong Kong,1975,"Action,Adventure,Crime"
7.0,1716,The Man in the Glass Booth,1975,"Drama,War"
7.8,2975,Manila in the Claws of Light,1975,"Drama,Mystery"
7.4,1508,Mili,1975,"Drama,Family,Musical"
7.5,2374,Mother Kusters Goes to Heaven,1975,Drama
7.6,30135,Nashville,1975,"Comedy,Drama,Music"
7.7,2475,It Can't Be!,1975,"Comedy,Drama,Musical"
7.1,19997,Night Moves,1975,"Crime,Drama,Mystery"
7.2,2303,The Olsen Gang on the Track,1975,"Comedy,Crime,Family"
8.7,1124081,One Flew Over the Cuckoo's Nest,1975,Drama
7.7,3461,They Fought for Their Country,1975,"Drama,War"
7.1,3605,Overlord,1975,"Drama,History,War"
6.9,4691,The Night Caller,1975,"Action,Crime,Drama"
7.4,43835,Picnic at Hanging Rock,1975,"Drama,Mystery"
7.4,27862,The Passenger,1975,"Drama,Thriller"
7.5,45586,Deep Red,1975,"Horror,Mystery,Thriller"
6.6,7916,Race with the Devil,1975,"Action,Drama,Horror"
6.9,2578,Revolver,1973,"Crime,Drama,Thriller"
7.4,175946,The Rocky Horror Picture Show,1975,"Comedy,Horror,Musical"
6.8,13941,Rooster Cogburn,1975,"Adventure,Drama,Western"
7.6,1774,Special Section,1975,"Drama,History,Thriller"
8.1,60927,Sholay,1975,"Action,Adventure,Comedy"
7.1,2713,Smile,1975,Comedy
6.9,20831,The Stepford Wives,1975,"Horror,Mystery,Sci-Fi"
6.9,5956,The Street Fighter,1974,"Action,Crime,Thriller"
7.1,7074,The Sunshine Boys,1975,Comedy
7.3,1973,Queen of the Gypsies,1976,"Drama,Musical,Romance"
7.8,4605,The Travelling Players,1975,"Drama,History,Music"
7.4,66362,Three Days of the Condor,1975,"Crime,Mystery,Thriller"
6.6,23738,Tommy,1975,"Drama,Musical"
7.5,7177,Swept Away,1974,"Adventure,Comedy,Drama"
7.3,5175,The Lost Honor of Katharina Blum,1975,"Crime,Drama"
7.5,5209,The Old Gun,1975,"Drama,Thriller,War"
6.8,10749,The Wind and the Lion,1975,"Action,Adventure,Drama"
6.7,2106,Xala,1975,"Comedy,Drama"
7.2,11131,The Yakuza,1974,"Action,Crime,Drama"
7.2,1605,Adoption,1975,Drama
7.6,28390,1900,1976,"Drama,History"
6.6,24238,In the Realm of the Senses,1976,"Drama,Romance"
7.2,13097,The Wing or The Thigh?,1976,Comedy
7.9,131855,All the President's Men,1976,"Drama,History,Thriller"
7.4,3342,Allegro non troppo,1976,"Animation,Comedy,Fantasy"
7.5,6459,Face to Face,1976,"Drama,Fantasy"
7.6,6746,Small Change,1976,"Comedy,Drama"
7.3,58938,Assault on Precinct 13,1976,"Action,Crime,Thriller"
7.3,26512,The Bad News Bears,1976,"Comedy,Drama,Family"
6.8,2474,The Bingo Long Traveling All-Stars & Motor Kings,1976,"Comedy,Sport"
6.6,2324,The Scar,1976,Drama
7.2,5864,Bound for Glory,1976,"Biography,Drama,Music"
7.4,1707,Brunet wieczorowa pora,1976,"Comedy,Thriller"
7.7,9507,"Ugly, Dirty and Bad",1976,"Comedy,Drama"
6.8,20330,Bugsy Malone,1976,"Comedy,Crime,Family"
7.3,2983,Illustrious Corpses,1976,"Crime,Mystery,Thriller"
7.4,219483,Carrie,1976,"Horror,Mystery"
7.0,6515,The House with Laughing Windows,1976,"Horror,Mystery,Thriller"
